nrens=   100 nrwells=     5 nrdata=     3 nx=    36
  20   1   2  23   0.896096E+03
  21   1   2  23   0.856014E+03
  22   1   2  23   0.784101E+03
  23   1   2  23   0.661635E+03
  24   1   2  23   0.483055E+03
  25   1   2  23   0.352900E+03
  26   1   2  23   0.173037E+03
  27   1   2  23   0.188987E+02
  28   1   2  23  -0.111219E+03
  29   1   2  23  -0.217527E+03
  30   1   2  23  -0.307443E+03
  31   1   2  23  -0.417348E+03
  32   1   2  23  -0.462273E+03
  33   1   2  23  -0.472546E+03
  34   1   2  23  -0.489813E+03
  35   1   2  23  -0.493500E+03
  36   1   2  23  -0.509288E+03
   1   2   2  23   0.349287E+01
   2   2   2  23   0.379713E+01
   3   2   2  23   0.398288E+01
   4   2   2  23   0.404154E+01
   5   2   2  23   0.397182E+01
   6   2   2  23   0.377972E+01
   7   2   2  23   0.347792E+01
   8   2   2  23   0.308466E+01
   9   2   2  23   0.262218E+01
  10   2   2  23   0.211510E+01
  11   2   2  23   0.158859E+01
  12   2   2  23   0.106677E+01
  13   2   2  23   0.571033E+00
  14   2   2  23   0.118606E+00
  15   2   2  23  -0.278606E+00
  16   2   2  23  -0.614654E+00
  17   2   2  23  -0.000000E+00
  18   2   2  23  -0.110818E+01
  19   2   2  23  -0.127947E+01
  20   2   2  23  -0.141393E+01
  21   2   2  23  -0.198333E+01
  22   2   2  23  -0.808182E+01
  23   2   2  23  -0.254021E+02
  24   2   2  23  -0.475550E+02
  25   2   2  23  -0.650226E+02
  26   2   2  23  -0.112464E+03
  27   2   2  23  -0.142944E+03
  28   2   2  23  -0.173738E+03
  29   2   2  23  -0.196073E+03
  30   2   2  23  -0.227465E+03
  31   2   2  23  -0.226782E+03
  32   2   2  23  -0.260941E+03
  33   2   2  23  -0.262750E+03
  34   2   2  23  -0.274805E+03
  35   2   2  23  -0.287863E+03
  36   2   2  23  -0.285845E+03
   1   3   2  23  -0.481361E+06
   2   3   2  23  -0.459783E+06
   3   3   2  23  -0.451224E+06
   4   3   2  23  -0.430954E+06
   5   3   2  23  -0.411728E+06
   6   3   2  23  -0.382355E+06
   7   3   2  23  -0.327019E+06
   8   3   2  23  -0.261526E+06
   9   3   2  23  -0.187498E+06
  10   3   2  23  -0.106097E+06
  11   3   2  23  -0.112933E+05
  12   3   2  23   0.947735E+05
  13   3   2  23   0.208659E+06
  14   3   2  23   0.306850E+06
  15   3   2  23   0.392310E+06
  16   3   2  23   0.454989E+06
  17   3   2  23   0.497984E+06
  18   3   2  23   0.530456E+06
  19   3   2  23   0.565162E+06
  20   3   2  23   0.586258E+06
  21   3   2  23   0.573617E+06
  22   3   2  23   0.567914E+06
  23   3   2  23   0.534724E+06
  24   3   2  23   0.449314E+06
  25   3   2  23   0.427639E+06
  26   3   2  23   0.340081E+06
  27   3   2  23   0.258729E+06
  28   3   2  23   0.199484E+06
  29   3   2  23   0.142088E+06
  30   3   2  23   0.100974E+06
  31   3   2  23   0.740285E+05
  32   3   2  23   0.404141E+05
  33   3   2  23   0.121360E+05
  34   3   2  23  -0.892985E+04
  35   3   2  23  -0.264728E+05
  36   3   2  23  -0.434257E+05
   1   1   3  23  -0.594375E+03
   2   1   3  23  -0.626883E+03
   3   1   3  23  -0.627412E+03
   4   1   3  23  -0.617240E+03
   5   1   3  23  -0.589610E+03
   6   1   3  23  -0.568417E+03
   7   1   3  23  -0.538323E+03
   8   1   3  23  -0.487724E+03
   9   1   3  23  -0.467280E+03
  10   1   3  23  -0.435963E+03
  11   1   3  23  -0.438714E+03
  12   1   3  23  -0.459664E+03
  13   1   3  23  -0.505717E+03
  14   1   3  23  -0.538349E+03
  15   1   3  23  -0.520051E+03
  16   1   3  23  -0.470053E+03
  17   1   3  23  -0.377817E+03
  18   1   3  23  -0.370046E+03
  19   1   3  23  -0.365834E+03
  20   1   3  23  -0.401716E+03
  21   1   3  23  -0.430488E+03
  22   1   3  23  -0.428680E+03
  23   1   3  23  -0.403145E+03
  24   1   3  23  -0.389981E+03
  25   1   3  23  -0.365301E+03
  26   1   3  23  -0.316652E+03
  27   1   3  23  -0.241885E+03
  28   1   3  23  -0.168847E+03
  29   1   3  23  -0.759917E+02
  30   1   3  23   0.350243E+02
  31   1   3  23   0.164166E+03
  32   1   3  23   0.298465E+03
  33   1   3  23   0.438434E+03
  34   1   3  23   0.575856E+03
  35   1   3  23   0.764891E+03
  36   1   3  23   0.777042E+03
   1   2   3  23  -0.646374E+00
   2   2   3  23  -0.542418E+00
   3   2   3  23  -0.498525E+00
   4   2   3  23  -0.507590E+00
   5   2   3  23  -0.555630E+00
   6   2   3  23  -0.622987E+00
   7   2   3  23  -0.686413E+00
   8   2   3  23  -0.721752E+00
   9   2   3  23  -0.706807E+00
  10   2   3  23  -0.623968E+00
  11   2   3  23  -0.462284E+00
  12   2   3  23  -0.218764E+00
  13   2   3  23   0.101247E+00
  14   2   3  23   0.484649E+00
  15   2   3  23   0.912083E+00
  16   2   3  23   0.136014E+01
  17   2   3  23   0.180397E+01
  18   2   3  23   0.221990E+01
  19   2   3  23   0.258764E+01
  20   2   3  23   0.289190E+01
  21   2   3  23   0.312297E+01
  22   2   3  23   0.327653E+01
  23   2   3  23   0.335274E+01
  24   2   3  23   0.335486E+01
  25   2   3  23   0.328785E+01
  26   2   3  23   0.315708E+01
  27   2   3  23   0.296745E+01
  28   2   3  23   0.272298E+01
  29   2   3  23   0.242676E+01
  30   2   3  23   0.208151E+01
  31   2   3  23   0.169040E+01
  32   2   3  23   0.132644E+01
  33   2   3  23   0.658871E+01
  34   2   3  23   0.503680E+01
  35   2   3  23  -0.512567E+01
  36   2   3  23  -0.485783E+02
   1   3   3  23  -0.487962E+06
   2   3   3  23  -0.396827E+06
   3   3   3  23  -0.305096E+06
   4   3   3  23  -0.223676E+06
   5   3   3  23  -0.139759E+06
   6   3   3  23  -0.623382E+05
   7   3   3  23   0.187413E+05
   8   3   3  23   0.982997E+05
   9   3   3  23   0.170713E+06
  10   3   3  23   0.220259E+06
  11   3   3  23   0.251871E+06
  12   3   3  23   0.265121E+06
  13   3   3  23   0.284530E+06
  14   3   3  23   0.284379E+06
  15   3   3  23   0.272213E+06
  16   3   3  23   0.266710E+06
  17   3   3  23   0.230805E+06
  18   3   3  23   0.234505E+06
  19   3   3  23   0.236334E+06
  20   3   3  23   0.245753E+06
  21   3   3  23   0.259316E+06
  22   3   3  23   0.276729E+06
  23   3   3  23   0.304866E+06
  24   3   3  23   0.303626E+06
  25   3   3  23   0.314014E+06
  26   3   3  23   0.308091E+06
  27   3   3  23   0.310069E+06
  28   3   3  23   0.326854E+06
  29   3   3  23   0.347091E+06
  30   3   3  23   0.361244E+06
  31   3   3  23   0.348081E+06
  32   3   3  23   0.321854E+06
  33   3   3  23   0.284029E+06
  34   3   3  23   0.239329E+06
  35   3   3  23   0.220049E+06
  36   3   3  23   0.138791E+06
   1   1   4  23   0.000000E+00
   2   1   4  23  -0.000000E+00
   3   1   4  23  -0.000000E+00
   4   1   4  23  -0.000000E+00
   5   1   4  23  -0.000000E+00
   6   1   4  23  -0.000000E+00
   7   1   4  23  -0.000000E+00
   8   1   4  23  -0.000000E+00
   9   1   4  23  -0.000000E+00
  10   1   4  23  -0.000000E+00
  11   1   4  23  -0.000000E+00
  12   1   4  23  -0.000000E+00
  13   1   4  23  -0.270851E+03
  14   1   4  23  -0.352455E+03
  15   1   4  23  -0.455395E+03
  16   1   4  23  -0.550891E+03
  17   1   4  23  -0.580673E+03
  18   1   4  23  -0.588817E+03
  19   1   4  23  -0.591199E+03
  20   1   4  23  -0.587559E+03
  21   1   4  23  -0.576269E+03
  22   1   4  23  -0.549899E+03
  23   1   4  23  -0.493430E+03
  24   1   4  23  -0.457747E+03
  25   1   4  23  -0.412119E+03
  26   1   4  23  -0.366930E+03
  27   1   4  23  -0.323531E+03
  28   1   4  23  -0.290355E+03
  29   1   4  23  -0.252133E+03
  30   1   4  23  -0.206575E+03
  31   1   4  23  -0.166444E+03
  32   1   4  23  -0.121313E+03
  33   1   4  23  -0.735739E+02
  34   1   4  23  -0.212661E+02
  35   1   4  23   0.320099E+02
  36   1   4  23   0.843553E+02
   1   2   4  23  -0.000000E+00
   2   2   4  23  -0.000000E+00
   3   2   4  23  -0.000000E+00
   4   2   4  23  -0.000000E+00
   5   2   4  23  -0.000000E+00
   6   2   4  23  -0.000000E+00
   7   2   4  23  -0.000000E+00
   8   2   4  23  -0.000000E+00
   9   2   4  23  -0.000000E+00
  10   2   4  23  -0.000000E+00
  11   2   4  23  -0.000000E+00
  12   2   4  23  -0.000000E+00
  13   2   4  23  -0.194633E+01
  14   2   4  23  -0.204362E+01
  15   2   4  23  -0.245130E+01
  16   2   4  23  -0.129532E+02
  17   2   4  23  -0.109837E+03
  18   2   4  23  -0.211493E+03
  19   2   4  23  -0.297650E+03
  20   2   4  23  -0.353779E+03
  21   2   4  23  -0.400591E+03
  22   2   4  23  -0.415068E+03
  23   2   4  23  -0.411757E+03
  24   2   4  23  -0.363168E+03
  25   2   4  23  -0.287759E+03
  26   2   4  23  -0.185287E+03
  27   2   4  23  -0.642878E+02
  28   2   4  23   0.940968E+02
  29   2   4  23   0.265331E+03
  30   2   4  23   0.458364E+03
  31   2   4  23   0.646105E+03
  32   2   4  23   0.880918E+03
  33   2   4  23   0.112593E+04
  34   2   4  23   0.133221E+04
  35   2   4  23   0.149395E+04
  36   2   4  23   0.157034E+04
   1   3   4  23   0.000000E+00
   2   3   4  23   0.000000E+00
   3   3   4  23   0.000000E+00
   4   3   4  23   0.000000E+00
   5   3   4  23   0.000000E+00
   6   3   4  23   0.000000E+00
   7   3   4  23  -0.000000E+00
   8   3   4  23  -0.000000E+00
   9   3   4  23  -0.000000E+00
  10   3   4  23  -0.000000E+00
  11   3   4  23  -0.000000E+00
  12   3   4  23  -0.000000E+00
  13   3   4  23  -0.475278E+06
  14   3   4  23  -0.547858E+06
  15   3   4  23  -0.619591E+06
  16   3   4  23  -0.659051E+06
  17   3   4  23  -0.627863E+06
  18   3   4  23  -0.579691E+06
  19   3   4  23  -0.511531E+06
  20   3   4  23  -0.434789E+06
  21   3   4  23  -0.359456E+06
  22   3   4  23  -0.289245E+06
  23   3   4  23  -0.213762E+06
  24   3   4  23  -0.159458E+06
  25   3   4  23  -0.101321E+06
  26   3   4  23  -0.526397E+05
  27   3   4  23  -0.105647E+05
  28   3   4  23   0.251640E+05
  29   3   4  23   0.551349E+05
  30   3   4  23   0.780641E+05
  31   3   4  23   0.101908E+06
  32   3   4  23   0.115480E+06
  33   3   4  23   0.127752E+06
  34   3   4  23   0.134891E+06
  35   3   4  23   0.137584E+06
  36   3   4  23   0.135916E+06
   1   1   5  23  -0.000000E+00
   2   1   5  23  -0.000000E+00
   3   1   5  23  -0.000000E+00
   4   1   5  23  -0.000000E+00
   5   1   5  23  -0.000000E+00
   6   1   5  23  -0.000000E+00
   7   1   5  23  -0.000000E+00
   8   1   5  23  -0.000000E+00
   9   1   5  23  -0.000000E+00
  10   1   5  23  -0.000000E+00
  11   1   5  23  -0.000000E+00
  12   1   5  23  -0.000000E+00
  13   1   5  23  -0.325734E+03
  14   1   5  23  -0.148074E+03
  15   1   5  23  -0.120924E+03
  16   1   5  23  -0.128344E+03
  17   1   5  23  -0.167362E+03
  18   1   5  23  -0.193855E+03
  19   1   5  23  -0.290705E+03
  20   1   5  23  -0.278308E+03
  21   1   5  23  -0.311732E+03
  22   1   5  23  -0.311625E+03
  23   1   5  23  -0.405681E+03
  24   1   5  23  -0.444378E+03
  25   1   5  23  -0.435862E+03
  26   1   5  23  -0.395084E+03
  27   1   5  23  -0.384961E+03
  28   1   5  23  -0.324235E+03
  29   1   5  23  -0.242278E+03
  30   1   5  23  -0.160083E+03
  31   1   5  23  -0.327610E+02
  32   1   5  23   0.976999E+02
  33   1   5  23   0.252046E+03
  34   1   5  23   0.387106E+03
  35   1   5  23   0.493882E+03
  36   1   5  23   0.617568E+03
   1   2   5  23  -0.000000E+00
   2   2   5  23  -0.000000E+00
   3   2   5  23  -0.000000E+00
   4   2   5  23  -0.000000E+00
   5   2   5  23  -0.000000E+00
   6   2   5  23  -0.000000E+00
   7   2   5  23  -0.000000E+00
   8   2   5  23  -0.000000E+00
   9   2   5  23  -0.000000E+00
  10   2   5  23  -0.000000E+00
  11   2   5  23  -0.000000E+00
  12   2   5  23  -0.000000E+00
  13   2   5  23  -0.193430E+01
  14   2   5  23  -0.140565E+01
  15   2   5  23  -0.819313E+00
  16   2   5  23  -0.199961E+00
  17   2   5  23   0.426451E+00
  18   2   5  23   0.103455E+01
  19   2   5  23   0.160123E+01
  20   2   5  23   0.210694E+01
  21   2   5  23   0.253647E+01
  22   2   5  23   0.287923E+01
  23   2   5  23   0.312914E+01
  24   2   5  23   0.328420E+01
  25   2   5  23   0.334613E+01
  26   2   5  23   0.332007E+01
  27   2   5  23   0.321437E+01
  28   2   5  23   0.304045E+01
  29   2   5  23   0.281239E+01
  30   2   5  23   0.254624E+01
  31   2   5  23   0.225887E+01
  32   2   5  23   0.196643E+01
  33   2   5  23   0.168271E+01
  34   2   5  23   0.141769E+01
  35   2   5  23   0.117660E+01
  36   2   5  23   0.109411E+01
   1   3   5  23   0.000000E+00
   2   3   5  23   0.000000E+00
   3   3   5  23   0.000000E+00
   4   3   5  23   0.000000E+00
   5   3   5  23   0.000000E+00
   6   3   5  23   0.000000E+00
   7   3   5  23   0.000000E+00
   8   3   5  23   0.000000E+00
   9   3   5  23   0.000000E+00
  10   3   5  23   0.000000E+00
  11   3   5  23   0.000000E+00
  12   3   5  23   0.000000E+00
  13   3   5  23   0.602421E+06
  14   3   5  23   0.593914E+06
  15   3   5  23   0.599536E+06
  16   3   5  23   0.568182E+06
  17   3   5  23   0.547279E+06
  18   3   5  23   0.505195E+06
  19   3   5  23   0.440363E+06
  20   3   5  23   0.370913E+06
  21   3   5  23   0.272941E+06
  22   3   5  23   0.138489E+06
  23   3   5  23   0.706721E+05
  24   3   5  23   0.288660E+05
  25   3   5  23  -0.851154E+04
  26   3   5  23  -0.421076E+05
  27   3   5  23  -0.797912E+05
  28   3   5  23  -0.117155E+06
  29   3   5  23  -0.163158E+06
  30   3   5  23  -0.199897E+06
  31   3   5  23  -0.213705E+06
  32   3   5  23  -0.255561E+06
  33   3   5  23  -0.276282E+06
  34   3   5  23  -0.271033E+06
  35   3   5  23  -0.288865E+06
  36   3   5  23  -0.257706E+06
   1   1   1  24  -0.951795E+03
   2   1   1  24  -0.926005E+03
   3   1   1  24  -0.882504E+03
   4   1   1  24  -0.827314E+03
   5   1   1  24  -0.748847E+03
   6   1   1  24  -0.530367E+03
   7   1   1  24  -0.343117E+03
   8   1   1  24  -0.264383E+03
   9   1   1  24  -0.198367E+03
  10   1   1  24  -0.624311E+02
  11   1   1  24   0.132971E+03
  12   1   1  24   0.340528E+03
  13   1   1  24   0.548448E+03
  14   1   1  24   0.772214E+03
  15   1   1  24   0.963994E+03
  16   1   1  24   0.115261E+04
  17   1   1  24   0.130883E+04
  18   1   1  24   0.144049E+04
  19   1   1  24   0.150510E+04
  20   1   1  24   0.154003E+04
  21   1   1  24   0.151397E+04
  22   1   1  24   0.142972E+04
  23   1   1  24   0.131245E+04
  24   1   1  24   0.115526E+04
  25   1   1  24   0.900485E+03
  26   1   1  24   0.660703E+03
  27   1   1  24   0.444934E+03
  28   1   1  24   0.277845E+03
  29   1   1  24   0.151380E+03
  30   1   1  24   0.582265E+02
  31   1   1  24  -0.653244E+01
  32   1   1  24  -0.488938E+02
  33   1   1  24  -0.799351E+02
  34   1   1  24  -0.913200E+02
  35   1   1  24  -0.930054E+02
  36   1   1  24  -0.829433E+02
   1   2   1  24  -0.235170E+01
   2   2   1  24  -0.187120E+01
   3   2   1  24  -0.139192E+01
   4   2   1  24  -0.936715E+00
   5   2   1  24  -0.524387E+00
   6   2   1  24  -0.168596E+00
   7   2   1  24   0.122738E+00
   8   2   1  24   0.347523E+00
   9   2   1  24   0.509063E+00
  10   2   1  24   0.615216E+00
  11   2   1  24   0.677279E+00
  12   2   1  24   0.708731E+00
  13   2   1  24   0.723932E+00
  14   2   1  24   0.736831E+00
  15   2   1  24   0.759782E+00
  16   2   1  24   0.810467E+00
  17   2   1  24   0.149062E+01
  18   2   1  24   0.322043E+01
  19   2   1  24   0.744603E+01
  20   2   1  24   0.153486E+02
  21   2   1  24   0.298696E+02
  22   2   1  24   0.545542E+02
  23   2   1  24   0.967940E+02
  24   2   1  24   0.167209E+03
  25   2   1  24   0.299501E+03
  26   2   1  24   0.471963E+03
  27   2   1  24   0.684686E+03
  28   2   1  24   0.865883E+03
  29   2   1  24   0.100351E+04
  30   2   1  24   0.111651E+04
  31   2   1  24   0.119505E+04
  32   2   1  24   0.124312E+04
  33   2   1  24   0.121047E+04
  34   2   1  24   0.123450E+04
  35   2   1  24   0.117416E+04
  36   2   1  24   0.110182E+04
   1   3   1  24   0.587665E+06
   2   3   1  24   0.555820E+06
   3   3   1  24   0.525976E+06
   4   3   1  24   0.508401E+06
   5   3   1  24   0.537517E+06
   6   3   1  24   0.566447E+06
   7   3   1  24   0.502074E+06
   8   3   1  24   0.464708E+06
   9   3   1  24   0.424207E+06
  10   3   1  24   0.407330E+06
  11   3   1  24   0.334629E+06
  12   3   1  24   0.310244E+06
  13   3   1  24   0.285393E+06
  14   3   1  24   0.269597E+06
  15   3   1  24   0.243485E+06
  16   3   1  24   0.216579E+06
  17   3   1  24   0.195011E+06
  18   3   1  24   0.165221E+06
  19   3   1  24   0.136192E+06
  20   3   1  24   0.111539E+06
  21   3   1  24   0.877728E+05
  22   3   1  24   0.660092E+05
  23   3   1  24   0.455547E+05
  24   3   1  24   0.251579E+05
  25   3   1  24   0.215538E+04
  26   3   1  24  -0.205727E+05
  27   3   1  24  -0.438942E+05
  28   3   1  24  -0.693690E+05
  29   3   1  24  -0.960939E+05
  30   3   1  24  -0.124144E+06
  31   3   1  24  -0.149881E+06
  32   3   1  24  -0.179495E+06
  33   3   1  24  -0.215483E+06
  34   3   1  24  -0.223911E+06
  35   3   1  24  -0.229548E+06
  36   3   1  24  -0.217517E+06
   1   1   2  24  -0.673770E+03
   2   1   2  24  -0.473974E+03
   3   1   2  24  -0.308829E+03
   4   1   2  24  -0.150980E+03
   5   1   2  24   0.104228E+01
   6   1   2  24   0.150661E+03
   7   1   2  24   0.285722E+03
   8   1   2  24   0.419142E+03
   9   1   2  24   0.514312E+03
  10   1   2  24   0.588787E+03
  11   1   2  24   0.633600E+03
  12   1   2  24   0.647230E+03
  13   1   2  24   0.648903E+03
  14   1   2  24   0.646896E+03
  15   1   2  24   0.605045E+03
  16   1   2  24   0.596033E+03
  17   1   2  24   0.581155E+03
  18   1   2  24   0.518753E+03
  19   1   2  24   0.472806E+03
  20   1   2  24   0.418128E+03
  21   1   2  24   0.377604E+03
  22   1   2  24   0.356936E+03
  23   1   2  24   0.347344E+03
  24   1   2  24   0.333218E+03
  25   1   2  24   0.376082E+03
  26   1   2  24   0.377114E+03
  27   1   2  24   0.376213E+03
  28   1   2  24   0.388196E+03
  29   1   2  24   0.382289E+03
  30   1   2  24   0.374204E+03
  31   1   2  24   0.389375E+03
  32   1   2  24   0.341401E+03
  33   1   2  24   0.274541E+03
  34   1   2  24   0.214797E+03
  35   1   2  24   0.148400E+03
  36   1   2  24   0.824837E+02
   1   2   2  24  -0.334935E+01
   2   2   2  24  -0.335471E+01
   3   2   2  24  -0.330026E+01
   4   2   2  24  -0.318304E+01
   5   2   2  24  -0.300014E+01
   6   2   2  24  -0.274974E+01
   7   2   2  24  -0.243225E+01
   8   2   2  24  -0.205108E+01
   9   2   2  24  -0.161313E+01
  10   2   2  24  -0.112875E+01
  11   2   2  24  -0.611445E+00
  12   2   2  24  -0.771955E-01
  13   2   2  24   0.456405E+00
  14   2   2  24   0.971207E+00
  15   2   2  24   0.144959E+01
  16   2   2  24   0.187549E+01
  17   2   2  24   0.000000E+00
  18   2   2  24   0.251834E+01
  19   2   2  24   0.271772E+01
  20   2   2  24   0.283017E+01
  21   2   2  24   0.372206E+01
  22   2   2  24   0.140383E+02
  23   2   2  24   0.401436E+02
  24   2   2  24   0.670892E+02
  25   2   2  24   0.803915E+02
  26   2   2  24   0.119932E+03
  27   2   2  24   0.130039E+03
  28   2   2  24   0.134456E+03
  29   2   2  24   0.130422E+03
  30   2   2  24   0.133900E+03
  31   2   2  24   0.124372E+03
  32   2   2  24   0.142653E+03
  33   2   2  24   0.152946E+03
  34   2   2  24   0.177827E+03
  35   2   2  24   0.209014E+03
  36   2   2  24   0.227777E+03
   1   3   2  24   0.502250E+06
   2   3   2  24   0.449240E+06
   3   3   2  24   0.416126E+06
   4   3   2  24   0.381643E+06
   5   3   2  24   0.359555E+06
   6   3   2  24   0.341714E+06
   7   3   2  24   0.314782E+06
   8   3   2  24   0.291966E+06
   9   3   2  24   0.274222E+06
  10   3   2  24   0.265114E+06
  11   3   2  24   0.255464E+06
  12   3   2  24   0.246140E+06
  13   3   2  24   0.234482E+06
  14   3   2  24   0.208060E+06
  15   3   2  24   0.182818E+06
  16   3   2  24   0.156441E+06
  17   3   2  24   0.132343E+06
  18   3   2  24   0.112820E+06
  19   3   2  24   0.989512E+05
  20   3   2  24   0.863510E+05
  21   3   2  24   0.717695E+05
  22   3   2  24   0.593661E+05
  23   3   2  24   0.431388E+05
  24   3   2  24   0.210081E+05
  25   3   2  24  -0.316799E+04
  26   3   2  24  -0.332392E+05
  27   3   2  24  -0.646674E+05
  28   3   2  24  -0.101191E+06
  29   3   2  24  -0.134625E+06
  30   3   2  24  -0.174408E+06
  31   3   2  24  -0.239137E+06
  32   3   2  24  -0.274441E+06
  33   3   2  24  -0.282662E+06
  34   3   2  24  -0.300417E+06
  35   3   2  24  -0.308441E+06
  36   3   2  24  -0.322476E+06
   1   1   3  24   0.138996E+04
   2   1   3  24   0.127163E+04
   3   1   3  24   0.111404E+04
   4   1   3  24   0.953576E+03
   5   1   3  24   0.773546E+03
   6   1   3  24   0.601936E+03
   7   1   3  24   0.417859E+03
   8   1   3  24   0.227573E+03
   9   1   3  24   0.691896E+02
  10   1   3  24  -0.659197E+02
  11   1   3  24  -0.177678E+03
  12   1   3  24  -0.275777E+03
  13   1   3  24  -0.373042E+03
  14   1   3  24  -0.446384E+03
  15   1   3  24  -0.461997E+03
  16   1   3  24  -0.436026E+03
  17   1   3  24  -0.361289E+03
  18   1   3  24  -0.362898E+03
  19   1   3  24  -0.367628E+03
  20   1   3  24  -0.414288E+03
  21   1   3  24  -0.456888E+03
  22   1   3  24  -0.470032E+03
  23   1   3  24  -0.459351E+03
  24   1   3  24  -0.466510E+03
  25   1   3  24  -0.467691E+03
  26   1   3  24  -0.450167E+03
  27   1   3  24  -0.410217E+03
  28   1   3  24  -0.397362E+03
  29   1   3  24  -0.382986E+03
  30   1   3  24  -0.396067E+03
  31   1   3  24  -0.393622E+03
  32   1   3  24  -0.394342E+03
  33   1   3  24  -0.406360E+03
  34   1   3  24  -0.420925E+03
  35   1   3  24  -0.470467E+03
  36   1   3  24  -0.416210E+03
   1   2   3  24  -0.200347E+01
   2   2   3  24  -0.184162E+01
   3   2   3  24  -0.169062E+01
   4   2   3  24  -0.155360E+01
   5   2   3  24  -0.143152E+01
   6   2   3  24  -0.132359E+01
   7   2   3  24  -0.122757E+01
   8   2   3  24  -0.114023E+01
   9   2   3  24  -0.105769E+01
  10   2   3  24  -0.975818E+00
  11   2   3  24  -0.890504E+00
  12   2   3  24  -0.797999E+00
  13   2   3  24  -0.695172E+00
  14   2   3  24  -0.579708E+00
  15   2   3  24  -0.450176E+00
  16   2   3  24  -0.305957E+00
  17   2   3  24  -0.146971E+00
  18   2   3  24   0.267263E-01
  19   2   3  24   0.215436E+00
  20   2   3  24   0.420241E+00
  21   2   3  24   0.643240E+00
  22   2   3  24   0.887408E+00
  23   2   3  24   0.115602E+01
  24   2   3  24   0.145161E+01
  25   2   3  24   0.177450E+01
  26   2   3  24   0.212127E+01
  27   2   3  24   0.248318E+01
  28   2   3  24   0.284531E+01
  29   2   3  24   0.318644E+01
  30   2   3  24   0.348028E+01
  31   2   3  24   0.369795E+01
  32   2   3  24   0.401895E+01
  33   2   3  24   0.316260E+02
  34   2   3  24   0.610732E+02
  35   2   3  24   0.855104E+02
  36   2   3  24   0.203816E+03
   1   3   3  24  -0.110220E+06
   2   3   3  24  -0.139825E+06
   3   3   3  24  -0.154751E+06
   4   3   3  24  -0.164858E+06
   5   3   3  24  -0.166699E+06
   6   3   3  24  -0.175092E+06
   7   3   3  24  -0.181254E+06
   8   3   3  24  -0.189465E+06
   9   3   3  24  -0.201331E+06
  10   3   3  24  -0.209443E+06
  11   3   3  24  -0.224853E+06
  12   3   3  24  -0.245745E+06
  13   3   3  24  -0.292918E+06
  14   3   3  24  -0.339019E+06
  15   3   3  24  -0.383589E+06
  16   3   3  24  -0.444871E+06
  17   3   3  24  -0.447734E+06
  18   3   3  24  -0.509860E+06
  19   3   3  24  -0.545474E+06
  20   3   3  24  -0.564424E+06
  21   3   3  24  -0.555829E+06
  22   3   3  24  -0.524807E+06
  23   3   3  24  -0.492708E+06
  24   3   3  24  -0.408971E+06
  25   3   3  24  -0.348735E+06
  26   3   3  24  -0.280952E+06
  27   3   3  24  -0.231597E+06
  28   3   3  24  -0.198676E+06
  29   3   3  24  -0.168605E+06
  30   3   3  24  -0.134174E+06
  31   3   3  24  -0.887138E+05
  32   3   3  24  -0.399721E+05
  33   3   3  24   0.106098E+05
  34   3   3  24   0.617804E+05
  35   3   3  24   0.131310E+06
  36   3   3  24   0.167631E+06
   1   1   4  24   0.000000E+00
   2   1   4  24   0.000000E+00
   3   1   4  24   0.000000E+00
   4   1   4  24  -0.000000E+00
   5   1   4  24  -0.000000E+00
   6   1   4  24  -0.000000E+00
   7   1   4  24  -0.000000E+00
   8   1   4  24  -0.000000E+00
   9   1   4  24  -0.000000E+00
  10   1   4  24  -0.000000E+00
  11   1   4  24  -0.000000E+00
  12   1   4  24  -0.000000E+00
  13   1   4  24  -0.116190E+04
  14   1   4  24  -0.114552E+04
  15   1   4  24  -0.112911E+04
  16   1   4  24  -0.105224E+04
  17   1   4  24  -0.861093E+03
  18   1   4  24  -0.680380E+03
  19   1   4  24  -0.531626E+03
  20   1   4  24  -0.408587E+03
  21   1   4  24  -0.306567E+03
  22   1   4  24  -0.220820E+03
  23   1   4  24  -0.147943E+03
  24   1   4  24  -0.102802E+03
  25   1   4  24  -0.721206E+02
  26   1   4  24  -0.553722E+02
  27   1   4  24  -0.492612E+02
  28   1   4  24  -0.519188E+02
  29   1   4  24  -0.580505E+02
  30   1   4  24  -0.634643E+02
  31   1   4  24  -0.690283E+02
  32   1   4  24  -0.694844E+02
  33   1   4  24  -0.640944E+02
  34   1   4  24  -0.495771E+02
  35   1   4  24  -0.282329E+02
  36   1   4  24   0.209056E+00
   1   2   4  24  -0.000000E+00
   2   2   4  24  -0.000000E+00
   3   2   4  24  -0.000000E+00
   4   2   4  24  -0.000000E+00
   5   2   4  24  -0.000000E+00
   6   2   4  24  -0.000000E+00
   7   2   4  24  -0.000000E+00
   8   2   4  24  -0.000000E+00
   9   2   4  24  -0.000000E+00
  10   2   4  24  -0.000000E+00
  11   2   4  24  -0.000000E+00
  12   2   4  24  -0.000000E+00
  13   2   4  24  -0.307838E+01
  14   2   4  24  -0.260127E+01
  15   2   4  24  -0.241283E+01
  16   2   4  24  -0.923429E+01
  17   2   4  24  -0.499545E+02
  18   2   4  24  -0.436192E+02
  19   2   4  24   0.108717E+02
  20   2   4  24   0.983322E+02
  21   2   4  24   0.210255E+03
  22   2   4  24   0.327822E+03
  23   2   4  24   0.452130E+03
  24   2   4  24   0.546902E+03
